no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split,max_trees
9,3,8,126,80,5164,8160,0,0.0,0.5003025352562338,0.000976562,0.0625,10
9,5,9,408,258,18563,28096,0,0.740597,0.5814401085147023,0.000976562,0.0625,10
9,7,9,622,398,38810,43776,0,0.713184,0.6118527568310942,0.000976562,0.0625,10
14,3,8,184,120,7546,12240,0,0.0,0.5745012526614608,0.000976562,0.0625,15
14,5,9,526,337,24882,36544,0,0.670195,0.657235686,0.000976562,0.0625,15
14,7,9,703,459,50030,50208,0,0.652197,0.6753984659292203,0.000976562,0.0625,15
19,3,8,238,160,10025,16320,0,0.0,0.6225075302596457,0.000976562,0.0625,20
19,5,9,590,386,29238,41632,0,0.636439,0.6908944175463888,0.000976562,0.0625,20
19,7,9,759,505,60367,54960,0,0.620217,0.706451057,0.000976562,0.0625,20
29,3,8,333,235,14217,23920,0,0.0,0.6971310057372163,0.000976562,0.0625,30
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,30
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,30
39,3,9,394,286,17836,28832,0,0.0,0.7233594557814785,0.000976562,0.0625,40
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,40
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,40
47,3,9,434,322,20093,32224,0,0.0,0.7364420969949969,0.000976562,0.0625,50
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,50
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,50
47,3,9,434,322,20093,32224,0,0.0,0.7364420969949969,0.000976562,0.0625,100
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,100
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,100
44,3,9,458,307,20579,30784,0,0.592886,0.7317527613138495,0.000976562,0.0625,200
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,200
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,200
47,3,9,434,322,20093,32224,0,0.0,0.7364420969949969,0.000976562,0.0625,500
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,500
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,500
44,3,9,458,307,20579,30784,0,0.592886,0.7317527613138495,0.000976562,0.0625,1000
