no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split
7.0,5.0,6.0,27.0,16.0,3462.0,1152.0,0.0,0.0,0.9385964912280702,2.0,2.0
29.0,5.0,2.0,3.0,104.0,170.0,9248.0,0.0,0.0,0.956140350877193,0.25,0.0078125
0.0,7.0,6.0,51.0,2.0,23546.0,144.0,0.0,0.0,0.6228070175438597,1.0,512.0
0.0,3.0,3.0,6.0,2.0,274.0,144.0,0.0,0.0,0.6228070175438597,2.0,256.0
0.0,5.0,5.0,12.0,2.0,2724.0,144.0,0.0,0.0,0.6228070175438597,0.25,8192.0
0.0,7.0,6.0,34.0,2.0,4449.0,144.0,0.0,0.0,0.6228070175438597,0.25,32768.0
14.0,3.0,7.0,55.0,33.0,21360.0,2496.0,0.0,0.0,0.9473684210526315,1.0,0.03125
4.0,3.0,10.0,124.0,12.0,6608.0,944.0,0.0,0.0,0.9122807017543859,0.25,8.0
18.0,5.0,7.0,55.0,41.0,3000.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.000976562
0.0,3.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,32768.0
1.0,5.0,3.0,6.0,4.0,466.0,288.0,0.0,0.0,0.6228070175438597,2.0,32.0
3.0,7.0,6.0,46.0,8.0,21085.0,576.0,0.0,0.0,0.9035087719298246,1.0,16.0
15.0,3.0,6.0,32.0,34.0,4131.0,2528.0,0.0,0.0,0.956140350877193,1.0,0.25
31.0,7.0,2.0,3.0,108.0,170.0,9536.0,0.0,0.0,0.956140350877193,0.25,0.0078125
19.0,5.0,9.0,74.0,84.0,7231.0,7808.0,0.0,0.0,0.956140350877193,0.25,0.00195312
0.0,3.0,5.0,14.0,2.0,4958.0,144.0,0.0,0.0,0.6228070175438597,0.25,8192.0
18.0,3.0,12.0,152.0,41.0,51465.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.00195312
0.0,5.0,6.0,51.0,2.0,7130.0,144.0,0.0,0.0,0.6228070175438597,0.25,1024.0
12.0,5.0,2.0,3.0,34.0,122.0,2768.0,0.0,0.0,0.956140350877193,0.25,1.0
4.0,3.0,2.0,3.0,10.0,122.0,720.0,0.0,0.0,0.9298245614035088,2.0,8.0
1.0,7.0,9.0,65.0,4.0,2966.0,288.0,0.0,0.0,0.6228070175438597,0.25,64.0
4.0,5.0,6.0,34.0,26.0,4449.0,2512.0,0.0,0.0,0.9385964912280702,0.25,0.000976562
0.0,7.0,6.0,22.0,2.0,2530.0,144.0,0.0,0.0,0.6228070175438597,1.0,512.0
0.0,3.0,6.0,32.0,2.0,1827.0,144.0,0.0,0.0,0.6228070175438597,0.25,8192.0
0.0,5.0,2.0,3.0,2.0,362.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
0.0,5.0,9.0,107.0,2.0,5282.0,144.0,0.0,0.0,0.6228070175438597,0.25,2048.0
0.0,3.0,2.0,3.0,2.0,362.0,144.0,0.0,0.0,0.6228070175438597,0.25,8192.0
9.0,5.0,9.0,88.0,21.0,36649.0,1552.0,0.0,0.0,0.9385964912280702,1.0,2.0
0.0,3.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
7.0,7.0,6.0,28.0,16.0,1567.0,1152.0,0.0,0.0,0.9385964912280702,2.0,2.0
9.0,7.0,3.0,6.0,21.0,274.0,1552.0,0.0,0.0,0.9385964912280702,1.0,2.0
16.0,7.0,2.0,3.0,43.0,170.0,3456.0,0.0,0.0,0.956140350877193,0.25,0.5
4.0,5.0,6.0,32.0,23.0,4131.0,2176.0,0.0,0.0,0.956140350877193,0.25,0.125
10.0,7.0,6.0,17.0,26.0,1706.0,2032.0,0.0,0.0,0.9385964912280702,0.25,2.0
4.0,3.0,12.0,150.0,12.0,7916.0,944.0,0.0,0.0,0.9122807017543859,0.25,8.0
26.0,7.0,11.0,143.0,80.0,51158.0,6800.0,0.0,0.0,0.956140350877193,0.25,0.0625
12.0,3.0,5.0,14.0,26.0,4958.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.00390625
0.0,7.0,6.0,51.0,2.0,7130.0,144.0,0.0,0.0,0.6228070175438597,0.25,32768.0
32.0,5.0,4.0,9.0,112.0,795.0,9904.0,0.0,0.0,0.956140350877193,0.25,0.00390625
31.0,5.0,9.0,88.0,108.0,36649.0,9536.0,0.0,0.0,0.956140350877193,0.25,0.0078125
12.0,7.0,2.0,3.0,26.0,362.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.00195312
2.0,3.0,9.0,73.0,8.0,9089.0,656.0,0.0,0.0,0.8947368421052632,0.25,16.0
4.0,5.0,5.0,14.0,10.0,1598.0,720.0,0.0,0.0,0.9298245614035088,2.0,8.0
0.0,5.0,2.0,3.0,2.0,362.0,144.0,0.0,0.0,0.6228070175438597,1.0,2048.0
0.0,3.0,5.0,19.0,2.0,1761.0,144.0,0.0,0.0,0.6228070175438597,0.25,512.0
0.0,7.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
0.0,5.0,6.0,51.0,2.0,3026.0,144.0,0.0,0.0,0.6228070175438597,2.0,1024.0
1.0,3.0,6.0,17.0,4.0,1706.0,288.0,0.0,0.0,0.6228070175438597,1.0,64.0
0.0,7.0,6.0,31.0,2.0,3585.0,144.0,0.0,0.0,0.6228070175438597,2.0,4096.0
0.0,3.0,11.0,146.0,2.0,7690.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
0.0,7.0,6.0,34.0,2.0,1953.0,144.0,0.0,0.0,0.6228070175438597,1.0,256.0
12.0,7.0,6.0,21.0,26.0,2277.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.00390625
1.0,5.0,2.0,3.0,4.0,362.0,288.0,0.0,0.0,0.6228070175438597,1.0,32.0
0.0,7.0,5.0,12.0,2.0,3488.0,144.0,0.0,0.0,0.6228070175438597,0.25,16384.0
2.0,3.0,6.0,27.0,6.0,3462.0,432.0,0.0,0.0,0.9035087719298246,0.25,32.0
0.0,5.0,9.0,79.0,2.0,28174.0,144.0,0.0,0.0,0.6228070175438597,1.0,2048.0
0.0,7.0,2.0,3.0,2.0,362.0,144.0,0.0,0.0,0.6228070175438597,2.0,4096.0
12.0,3.0,11.0,141.0,26.0,7436.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.000976562
14.0,7.0,6.0,28.0,67.0,1567.0,6304.0,0.0,0.0,0.956140350877193,0.25,0.000976562
13.0,3.0,6.0,20.0,30.0,1804.0,2240.0,0.0,0.0,0.9473684210526315,1.0,0.5
0.0,3.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,2.0,1024.0
23.0,5.0,2.0,3.0,67.0,362.0,5584.0,0.0,0.0,0.956140350877193,0.25,0.125
2.0,5.0,2.0,3.0,6.0,170.0,432.0,0.0,0.0,0.9035087719298246,0.25,32.0
18.0,5.0,10.0,108.0,41.0,31734.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.00195312
0.0,5.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,2.0,1024.0
0.0,3.0,6.0,31.0,2.0,11265.0,144.0,0.0,0.0,0.6228070175438597,1.0,512.0
1.0,3.0,6.0,32.0,4.0,1827.0,288.0,0.0,0.0,0.6228070175438597,1.0,64.0
0.0,3.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,512.0
1.0,5.0,2.0,3.0,4.0,362.0,288.0,0.0,0.0,0.6228070175438597,2.0,32.0
11.0,7.0,6.0,35.0,26.0,12425.0,1952.0,0.0,0.0,0.9385964912280702,1.0,1.0
0.0,3.0,6.0,51.0,2.0,7130.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
0.0,7.0,5.0,14.0,2.0,4958.0,144.0,0.0,0.0,0.6228070175438597,1.0,256.0
